Ticker,Stock_Name,Strategy,Strategy_Description,Final_Capital,Total_Return_%,Annualized_Return_%,Max_Drawdown_%,Win_Rate_%,Avg_Trade_PnL,Total_Trades,Years,Buy_Hold_Total_%,Buy_Hold_Annualized_%,Outperform_BuyHold
TSLA,Tesla,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",130193.75875386772,160.38751750773542,17.9159341562648,-5.860794411156961,82.56578947368422,263.7952590587754,304,5.806981519507187,1079.6878081640334,52.955559294364576,NO
TSLA,Tesla,Aggressive_ATM,"At-the-Money, higher premium",61435.57967195088,22.87115934390176,3.6105226441039973,-24.632695934756704,67.76315789473685,37.617038394575154,304,5.806981519507187,1079.6878081640334,52.955559294364576,NO
TSLA,Tesla,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",208776.86398515283,317.55372797030566,27.90593828274064,-2.3594015722248596,95.06578947368422,522.292315740634,304,5.806981519507187,1079.6878081640334,52.955559294364576,NO
TSLA,Tesla,VIX_Adaptive,Adjust position size based on volatility,164701.26222619595,229.4025244523919,22.78800541643853,-3.7386086381418506,88.1578947368421,377.30678363880224,304,5.806981519507187,1079.6878081640334,52.955559294364576,NO
TSLA,Tesla,High_Vol_Only,"Only trade when volatility > 30%, better premiums",162192.19594350297,224.38439188700596,22.46383303728965,-3.442215735046038,88.57142857142857,400.6864140839391,280,5.806981519507187,1079.6878081640334,52.955559294364576,NO
TSLA,Tesla,Monthly_5%_OTM,"Monthly expiration, 5% OTM",125270.25524539761,150.5405104907952,17.321139749847482,-2.5420691649658926,93.42105263157895,990.3980953341787,76,5.749486652977413,1079.6878081640334,53.60696878565025,NO
TSLA,Tesla,Size_By_Price,More contracts for cheaper stocks,175246.32253783513,250.49264507567028,24.107278429162584,-8.187545112728177,88.1578947368421,411.9944820323522,304,5.806981519507187,1079.6878081640334,52.955559294364576,NO
TSLA,Tesla,Defensive_Only_Bear,Only trade when market is down (buying opportunity),99281.39259286146,98.56278518572293,12.53819598409831,-3.7887330662414445,86.02941176470588,362.3631808298641,136,5.806981519507187,1079.6878081640334,52.955559294364576,NO
AMD,AMD,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",104002.77926920875,108.00555853841752,13.442182776225508,-1.7849062910103914,90.13157894736842,177.6407212802918,304,5.806981519507187,658.2631964432566,41.74597139325689,NO
AMD,AMD,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",88916.87264346103,77.83374528692207,10.421608108813164,-2.8071168832498654,83.22368421052632,128.0160284324376,304,5.806981519507187,658.2631964432566,41.74597139325689,NO
AMD,AMD,Aggressive_ATM,"At-the-Money, higher premium",56993.22988985991,13.986459779719823,2.2799488623205466,-11.675863482345173,67.43421052631578,23.004045690328713,304,5.806981519507187,658.2631964432566,41.74597139325689,NO
AMD,AMD,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",120137.82927035312,140.27565854070622,16.294908279732347,-0.7722005787785926,98.02631578947368,230.71654365247727,304,5.806981519507187,658.2631964432566,41.74597139325689,NO
AMD,AMD,VIX_Adaptive,Adjust position size based on volatility,104002.77926920875,108.00555853841752,13.442182776225508,-1.7849062910103914,90.13157894736842,177.6407212802918,304,5.806981519507187,658.2631964432566,41.74597139325689,NO
AMD,AMD,High_Vol_Only,"Only trade when volatility > 30%, better premiums",99993.3790421222,99.98675808424439,12.676765594417084,-1.754332635982387,90.0,199.97351616848866,250,5.806981519507187,658.2631964432566,41.74597139325689,NO
AMD,AMD,Monthly_5%_OTM,"Monthly expiration, 5% OTM",81674.59815820445,63.34919631640889,8.909843936884698,-1.8221329626418907,98.68421052631578,416.77102839742685,76,5.749486652977413,658.2631964432566,42.241338952582,NO
AMD,AMD,Size_By_Price,More contracts for cheaper stocks,133057.00797384174,166.1140159476835,18.358494404802105,-2.2767133175872,90.13157894736842,273.213842019216,304,5.806981519507187,658.2631964432566,41.74597139325689,NO
AMD,AMD,Defensive_Only_Bear,Only trade when market is down (buying opportunity),72794.09261556297,45.58818523112594,6.682057097166649,-0.9268823630790285,88.23529411764706,167.60362217325678,136,5.806981519507187,658.2631964432566,41.74597139325689,NO
KO,Coca-Cola,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",63466.24918283903,26.932498365678054,4.192369549997688,-1.9666458868083505,97.69736842105263,44.296872311970475,304,5.806981519507187,64.143600990902,8.908798204314717,NO
KO,Coca-Cola,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",61795.863509316085,23.59172701863217,3.714904874284297,-2.5016464844113786,95.39473684210526,38.80218259643446,304,5.806981519507187,64.143600990902,8.908798204314717,NO
KO,Coca-Cola,Aggressive_ATM,"At-the-Money, higher premium",51547.61278452359,3.0952255690471793,0.5263154883223375,-3.3679994920262954,72.03947368421053,5.0908315280381355,304,5.806981519507187,64.143600990902,8.908798204314717,NO
KO,Coca-Cola,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",64788.69207682095,29.577384153641905,4.563054608841988,-0.7096988990830112,99.01315789473685,48.64701341059525,304,5.806981519507187,64.143600990902,8.908798204314717,NO
KO,Coca-Cola,VIX_Adaptive,Adjust position size based on volatility,63466.24918283903,26.932498365678054,4.192369549997688,-1.9666458868083505,97.69736842105263,44.296872311970475,304,5.806981519507187,64.143600990902,8.908798204314717,NO
KO,Coca-Cola,High_Vol_Only,"Only trade when volatility > 30%, better premiums",51806.6152453564,3.613230490712798,0.6131162027780857,0.0,100.0,120.44101635709318,15,5.806981519507187,64.143600990902,8.908798204314717,NO
KO,Coca-Cola,Monthly_5%_OTM,"Monthly expiration, 5% OTM",57813.928250568344,15.627856501136689,2.5577220872492257,0.0,100.0,102.8148454022152,76,5.749486652977413,64.143600990902,9.001781331860737,NO
KO,Coca-Cola,Size_By_Price,More contracts for cheaper stocks,83174.7175084223,66.3494350168446,9.159443035919402,-4.992563328638731,97.69736842105263,109.1273602250733,304,5.806981519507187,64.143600990902,8.908798204314717,YES
KO,Coca-Cola,Defensive_Only_Bear,Only trade when market is down (buying opportunity),55718.570114722956,11.43714022944591,1.8823291372108475,-1.1290197853983825,98.44961240310077,44.33000088932513,129,5.806981519507187,64.143600990902,8.908798204314717,NO
JNJ,Johnson & Johnson,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",88687.02557710628,77.37405115421257,10.372401487179994,-1.3050467112601094,99.3421052631579,127.25995255627073,304,5.806981519507187,46.537815962074845,6.8015659703882125,YES
JNJ,Johnson & Johnson,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",85460.30800203307,70.92061600406613,9.670221048993511,-2.630085222641163,96.38157894736842,116.64575000668772,304,5.806981519507187,46.537815962074845,6.8015659703882125,YES
JNJ,Johnson & Johnson,Aggressive_ATM,"At-the-Money, higher premium",52765.485469379244,5.530970938758488,0.9313719777452656,-4.983348010825119,67.10526315789474,9.09699167558963,304,5.806981519507187,46.537815962074845,6.8015659703882125,NO
JNJ,Johnson & Johnson,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",90057.88712648372,80.11577425296744,10.664333809014458,0.0,100.0,131.76936554764387,304,5.806981519507187,46.537815962074845,6.8015659703882125,YES
JNJ,Johnson & Johnson,VIX_Adaptive,Adjust position size based on volatility,88687.02557710628,77.37405115421257,10.372401487179994,-1.3050467112601094,99.3421052631579,127.25995255627073,304,5.806981519507187,46.537815962074845,6.8015659703882125,YES
JNJ,Johnson & Johnson,High_Vol_Only,"Only trade when volatility > 30%, better premiums",53074.84487873624,6.149689757472486,1.033029079856207,0.0,100.0,307.4844878736247,10,5.806981519507187,46.537815962074845,6.8015659703882125,NO
JNJ,Johnson & Johnson,Monthly_5%_OTM,"Monthly expiration, 5% OTM",70676.02581402166,41.35205162804333,6.204234355280569,0.0,100.0,272.05297123712694,76,5.749486652977413,46.537815962074845,6.871867094695938,NO
JNJ,Johnson & Johnson,Size_By_Price,More contracts for cheaper stocks,88687.02557710628,77.37405115421257,10.372401487179994,-1.3050467112601094,99.3421052631579,127.25995255627073,304,5.806981519507187,46.537815962074845,6.8015659703882125,YES
JNJ,Johnson & Johnson,Defensive_Only_Bear,Only trade when market is down (buying opportunity),66794.45620337324,33.58891240674647,5.113496718284871,-1.629272226982216,98.56115107913669,120.82342592354873,139,5.806981519507187,46.537815962074845,6.8015659703882125,NO
PG,Procter & Gamble,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",83072.83989882786,66.14567979765573,9.136406426424726,-1.3349396987606927,98.02631578947368,108.79223650930253,304,5.806981519507187,107.73479988284306,13.416739932880617,NO
PG,Procter & Gamble,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",79584.38665175757,59.16877330351513,8.333116859470424,-2.4898720144414703,95.39473684210526,97.31706135446599,304,5.806981519507187,107.73479988284306,13.416739932880617,NO
PG,Procter & Gamble,Aggressive_ATM,"At-the-Money, higher premium",55127.3914048704,10.254782809740806,1.6953545294562833,-4.408415035202381,75.98684210526315,16.866419094968563,304,5.806981519507187,107.73479988284306,13.416739932880617,NO
PG,Procter & Gamble,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",85477.56375289279,70.95512750578558,9.674034089255358,-0.025223135654224106,99.67105263157895,116.70251234504244,304,5.806981519507187,107.73479988284306,13.416739932880617,NO
PG,Procter & Gamble,VIX_Adaptive,Adjust position size based on volatility,83072.83989882786,66.14567979765573,9.136406426424726,-1.3349396987606927,98.02631578947368,108.79223650930253,304,5.806981519507187,107.73479988284306,13.416739932880617,NO
PG,Procter & Gamble,High_Vol_Only,"Only trade when volatility > 30%, better premiums",52685.909314111304,5.371818628222609,0.9051430824785989,0.0,100.0,244.1735740101186,11,5.806981519507187,107.73479988284306,13.416739932880617,NO
PG,Procter & Gamble,Monthly_5%_OTM,"Monthly expiration, 5% OTM",68274.3447254042,36.54868945080839,5.56753184298171,0.0,100.0,240.45190428163392,76,5.749486652977413,107.73479988284306,13.559620185446498,NO
PG,Procter & Gamble,Size_By_Price,More contracts for cheaper stocks,86662.93163866588,73.32586327733175,9.934454757634636,-1.6416597573343263,98.02631578947368,120.60174881140105,304,5.806981519507187,107.73479988284306,13.416739932880617,NO
PG,Procter & Gamble,Defensive_Only_Bear,Only trade when market is down (buying opportunity),63707.9405385984,27.415881077196797,4.260590893748573,-0.6522796587438966,96.09375,107.09328545780036,128,5.806981519507187,107.73479988284306,13.416739932880617,NO
JPM,JPMorgan,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",96387.21040170421,92.77442080340843,11.966309181435175,-3.501322580521285,96.05263157894737,152.58950790034294,304,5.806981519507187,160.5036875372563,17.924991811989965,NO
JPM,JPMorgan,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",87981.24626748795,75.9624925349759,10.22064265578544,-4.747672732929653,91.11842105263158,124.93831009042088,304,5.806981519507187,160.5036875372563,17.924991811989965,NO
JPM,JPMorgan,Aggressive_ATM,"At-the-Money, higher premium",56197.7563230299,12.395512646059796,2.0326821699674813,-8.24504694353453,72.36842105263158,20.387356325756308,304,5.806981519507187,160.5036875372563,17.924991811989965,NO
JPM,JPMorgan,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",102340.75414102306,104.68150828204612,13.127909123613435,-1.341835989057472,99.3421052631579,172.17353335862853,304,5.806981519507187,160.5036875372563,17.924991811989965,NO
JPM,JPMorgan,VIX_Adaptive,Adjust position size based on volatility,96387.21040170421,92.77442080340843,11.966309181435175,-3.501322580521285,96.05263157894737,152.58950790034294,304,5.806981519507187,160.5036875372563,17.924991811989965,NO
JPM,JPMorgan,High_Vol_Only,"Only trade when volatility > 30%, better premiums",57639.839457918184,15.279678915836367,2.478846120492695,-0.19938740005510672,93.93939393939394,231.5102866035815,33,5.806981519507187,160.5036875372563,17.924991811989965,NO
JPM,JPMorgan,Monthly_5%_OTM,"Monthly expiration, 5% OTM",76648.93811574896,53.29787623149791,7.713474592556069,-0.2045875955837007,98.68421052631578,350.6439225756433,76,5.749486652977413,160.5036875372563,18.11958523392816,NO
JPM,JPMorgan,Size_By_Price,More contracts for cheaper stocks,107068.78299496215,114.13756598992431,14.011185735609333,-4.829025585571463,96.05263157894737,187.72625985184905,304,5.806981519507187,160.5036875372563,17.924991811989965,NO
JPM,JPMorgan,Defensive_Only_Bear,Only trade when market is down (buying opportunity),68015.53901762168,36.031078035243354,5.4419325648799255,-3.7328957599102277,93.18181818181817,136.4813561941036,132,5.806981519507187,160.5036875372563,17.924991811989965,NO
BAC,Bank of America,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",62742.74445354084,25.485488907081688,3.9868549739988657,-1.1350127611181875,95.06578947368422,41.91692254454239,304,5.806981519507187,88.29754130984813,11.514165009335064,NO
BAC,Bank of America,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",60016.47165309529,20.032943306190575,3.19438196697468,-1.5202551603721117,88.48684210526315,32.948919911497796,304,5.806981519507187,88.29754130984813,11.514165009335064,NO
BAC,Bank of America,Aggressive_ATM,"At-the-Money, higher premium",51123.324211231266,2.246648422462531,0.3833383597994455,-2.360951836804094,68.0921052631579,3.6951454316819463,304,5.806981519507187,88.29754130984813,11.514165009335064,NO
BAC,Bank of America,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",64904.90973292926,29.809819465858528,4.595330519878482,-0.400435607560967,99.01315789473685,49.02930833200431,304,5.806981519507187,88.29754130984813,11.514165009335064,NO
BAC,Bank of America,VIX_Adaptive,Adjust position size based on volatility,62742.74445354084,25.485488907081688,3.9868549739988657,-1.1350127611181875,95.06578947368422,41.91692254454239,304,5.806981519507187,88.29754130984813,11.514165009335064,NO
BAC,Bank of America,High_Vol_Only,"Only trade when volatility > 30%, better premiums",52570.957732243274,5.141915464486548,0.8671962206768136,-0.5176531113293459,92.0,51.4191546448656,50,5.806981519507187,88.29754130984813,11.514165009335064,NO
BAC,Bank of America,Monthly_5%_OTM,"Monthly expiration, 5% OTM",57272.178637688354,14.544357275376708,2.389921807215467,-0.07806035256607333,98.68421052631578,95.68656102221519,76,5.749486652977413,88.29754130984813,11.635760995631127,NO
BAC,Bank of America,Size_By_Price,More contracts for cheaper stocks,88228.2333606227,76.4564667212454,10.273864828243573,-3.1593659989778344,95.06578947368422,125.75076763362718,304,5.806981519507187,88.29754130984813,11.514165009335064,NO
BAC,Bank of America,Defensive_Only_Bear,Only trade when market is down (buying opportunity),54847.76686904647,9.69553373809294,1.606337696613136,-1.1613952218607246,91.11111111111111,35.909384215159285,135,5.806981519507187,88.29754130984813,11.514165009335064,NO
AAPL,Apple,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",102012.3906970104,104.0247813940208,13.065319405623764,-1.7749322968851622,97.03947368421053,171.09339045069203,304,5.806981519507187,537.4272282822442,37.57140892899016,NO
AAPL,Apple,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",93719.8127093395,87.439625418679,11.426505275618105,-2.434007800067787,92.43421052631578,143.81517338598516,304,5.806981519507187,537.4272282822442,37.57140892899016,NO
AAPL,Apple,Aggressive_ATM,"At-the-Money, higher premium",60211.62522078356,20.423250441567113,3.252088889193905,-4.962584693530459,74.3421052631579,33.59087243678804,304,5.806981519507187,537.4272282822442,37.57140892899016,NO
AAPL,Apple,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",106429.80210066636,112.85960420133271,13.893723742223486,-0.6882014507019794,99.3421052631579,185.62434901534994,304,5.806981519507187,537.4272282822442,37.57140892899016,NO
AAPL,Apple,VIX_Adaptive,Adjust position size based on volatility,102012.3906970104,104.0247813940208,13.065319405623764,-1.7749322968851622,97.03947368421053,171.09339045069203,304,5.806981519507187,537.4272282822442,37.57140892899016,NO
AAPL,Apple,High_Vol_Only,"Only trade when volatility > 30%, better premiums",58891.443415509086,17.78288683101817,2.8586491475582676,0.0,100.0,269.4376792578505,33,5.806981519507187,537.4272282822442,37.57140892899016,NO
AAPL,Apple,Monthly_5%_OTM,"Monthly expiration, 5% OTM",79180.35026178723,58.36070052357446,8.323925431506352,0.0,100.0,383.9519771287798,76,5.749486652977413,537.4272282822442,38.01092508449961,NO
AAPL,Apple,Size_By_Price,More contracts for cheaper stocks,109859.13656781163,119.71827313562326,14.517426564418967,-3.222516324239116,97.03947368421053,196.90505449938064,304,5.806981519507187,537.4272282822442,37.57140892899016,NO
AAPL,Apple,Defensive_Only_Bear,Only trade when market is down (buying opportunity),71417.8232652539,42.8356465305078,6.331972623507709,-2.1266306213199195,95.9349593495935,174.1286444329586,123,5.806981519507187,537.4272282822442,37.57140892899016,NO
MSFT,Microsoft,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",145468.3105660089,190.93662113201782,20.190211809393112,-1.866701237687584,98.35526315789474,314.04049528292427,304,5.806981519507187,322.11019549422593,28.145216528913863,NO
MSFT,Microsoft,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",131718.3449211725,163.43668984234503,18.15257449511647,-3.009065908271962,94.07894736842105,268.8103451354361,304,5.806981519507187,322.11019549422593,28.145216528913863,NO
MSFT,Microsoft,Aggressive_ATM,"At-the-Money, higher premium",64095.671863616444,28.191343727232887,4.3695881936627545,-13.241226313913781,70.06578947368422,46.36734165663279,304,5.806981519507187,322.11019549422593,28.145216528913863,NO
MSFT,Microsoft,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",150560.3819466241,201.1207638932482,20.904443941216933,-0.4866273042491576,99.67105263157895,330.79073008757956,304,5.806981519507187,322.11019549422593,28.145216528913863,NO
MSFT,Microsoft,VIX_Adaptive,Adjust position size based on volatility,145468.3105660089,190.93662113201782,20.190211809393112,-1.866701237687584,98.35526315789474,314.04049528292427,304,5.806981519507187,322.11019549422593,28.145216528913863,NO
MSFT,Microsoft,High_Vol_Only,"Only trade when volatility > 30%, better premiums",59205.081980560215,18.41016396112043,2.9527757460020343,0.0,100.0,460.25409902801056,20,5.806981519507187,322.11019549422593,28.145216528913863,NO
MSFT,Microsoft,Monthly_5%_OTM,"Monthly expiration, 5% OTM",100281.41876417583,100.56283752835166,12.867782253140847,0.0,100.0,661.5976153181033,76,5.749486652977413,322.11019549422593,28.463403277876953,NO
MSFT,Microsoft,Size_By_Price,More contracts for cheaper stocks,145979.766202183,191.959532404366,20.262877118319402,-1.8500617690263808,98.35526315789474,315.72291513876013,304,5.806981519507187,322.11019549422593,28.145216528913863,NO
MSFT,Microsoft,Defensive_Only_Bear,Only trade when market is down (buying opportunity),90575.30084176162,81.15060168352325,10.773564089404196,-2.036138537210634,98.4375,316.9945378262627,128,5.806981519507187,322.11019549422593,28.145216528913863,NO
SPY,S&P 500 ETF,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",146991.28838416544,193.9825767683309,20.405971244540044,-6.640102011462394,99.01315789473685,319.0502907373862,304,5.806981519507187,146.78277194853314,16.831288829390513,YES
SPY,S&P 500 ETF,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",138244.4650504252,176.4889301008504,19.140599728929075,-9.365050921886079,96.38157894736842,290.2778455606092,304,5.806981519507187,146.78277194853314,16.831288829390513,YES
SPY,S&P 500 ETF,Aggressive_ATM,"At-the-Money, higher premium",67214.42406531778,34.42884813063557,5.227012523885333,-15.826127029371067,74.01315789473685,56.62639495170312,304,5.806981519507187,146.78277194853314,16.831288829390513,NO
SPY,S&P 500 ETF,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",151788.3684622904,203.5767369245808,21.073687992542702,-1.1148112242956583,99.3421052631579,334.8301594154289,304,5.806981519507187,146.78277194853314,16.831288829390513,YES
SPY,S&P 500 ETF,VIX_Adaptive,Adjust position size based on volatility,146991.28838416544,193.9825767683309,20.405971244540044,-6.640102011462394,99.01315789473685,319.0502907373862,304,5.806981519507187,146.78277194853314,16.831288829390513,YES
SPY,S&P 500 ETF,High_Vol_Only,"Only trade when volatility > 30%, better premiums",59279.01538288763,18.558030765775257,2.974903888768732,0.0,100.0,773.2512819073022,12,5.806981519507187,146.78277194853314,16.831288829390513,NO
SPY,S&P 500 ETF,Monthly_5%_OTM,"Monthly expiration, 5% OTM",102319.7998070419,104.6395996140838,13.26350326522816,0.0,100.0,688.4184185137091,76,5.749486652977413,146.78277194853314,17.013173872074795,NO
SPY,S&P 500 ETF,Size_By_Price,More contracts for cheaper stocks,146991.28838416544,193.9825767683309,20.405971244540044,-6.640102011462394,99.01315789473685,319.0502907373862,304,5.806981519507187,146.78277194853314,16.831288829390513,YES
SPY,S&P 500 ETF,Defensive_Only_Bear,Only trade when market is down (buying opportunity),88451.82553334378,76.90365106668757,10.321939473674725,-5.956491650491799,98.4375,300.4048869792483,128,5.806981519507187,146.78277194853314,16.831288829390513,NO
QQQ,Nasdaq ETF,Conservative_5%_OTM,"5% Out-of-Money, 1 contract, low risk",149368.71867904175,198.7374373580835,20.739110031621145,-3.1106218052502084,98.68421052631578,326.8707851284269,304,5.806981519507187,221.4518945498764,22.272466488117516,NO
QQQ,Nasdaq ETF,Moderate_3%_OTM,"3% Out-of-Money, 1 contract",136137.30176314828,172.27460352629654,18.82588535450318,-5.21141163702333,94.4078947368421,283.34638737877714,304,5.806981519507187,221.4518945498764,22.272466488117516,NO
QQQ,Nasdaq ETF,Aggressive_ATM,"At-the-Money, higher premium",64153.46324691289,28.306926493825785,4.385787480571235,-16.496845493930852,70.39473684210526,46.55744489116073,304,5.806981519507187,221.4518945498764,22.272466488117516,NO
QQQ,Nasdaq ETF,Deep_OTM_10%,"10% Out-of-Money, safer but lower premium",154194.68822249875,208.3893764449975,21.402072403774277,0.0,100.0,342.7456849424303,304,5.806981519507187,221.4518945498764,22.272466488117516,NO
QQQ,Nasdaq ETF,VIX_Adaptive,Adjust position size based on volatility,149368.71867904175,198.7374373580835,20.739110031621145,-3.1106218052502084,98.68421052631578,326.8707851284269,304,5.806981519507187,221.4518945498764,22.272466488117516,NO
QQQ,Nasdaq ETF,High_Vol_Only,"Only trade when volatility > 30%, better premiums",56345.86882845902,12.691737656918034,2.0789403308909105,0.0,100.0,528.8224023715856,12,5.806981519507187,221.4518945498764,22.272466488117516,NO
QQQ,Nasdaq ETF,Monthly_5%_OTM,"Monthly expiration, 5% OTM",103076.46193113238,106.15292386226476,13.408741392550727,0.0,100.0,698.374499093847,76,5.749486652977413,221.4518945498764,22.518581406000028,NO
QQQ,Nasdaq ETF,Size_By_Price,More contracts for cheaper stocks,149368.71867904175,198.7374373580835,20.739110031621145,-3.1106218052502084,98.68421052631578,326.8707851284269,304,5.806981519507187,221.4518945498764,22.272466488117516,NO
QQQ,Nasdaq ETF,Defensive_Only_Bear,Only trade when market is down (buying opportunity),89380.26686944359,78.76053373888718,10.520494204367804,-3.066758890414216,98.38709677419355,317.5827973342227,124,5.806981519507187,221.4518945498764,22.272466488117516,NO
